speed,angle,start,end
25.833333333333332,92.77777777777777,0.09390000000000001,0.6560999999999999
25.833333333333332,90.0,0.09390000000000001,0.6560999999999999
25.833333333333332,87.22222222222223,0.09390000000000001,0.6610999999999999
25.833333333333332,84.44444444444444,0.09390000000000001,0.6160999999999999
25.833333333333332,81.66666666666666,0.09390000000000001,0.4410999999999997
25.833333333333332,78.88888888888889,0.09390000000000001,0.3310999999999996
25.833333333333332,76.11111111111111,0.09390000000000001,0.23109999999999953
25.833333333333332,73.33333333333333,0.09890000000000002,0.6010999999999999
25.833333333333332,70.55555555555554,0.09890000000000002,0.7361
25.833333333333332,67.77777777777777,0.09890000000000002,0.7411
25.833333333333332,65.0,0.09890000000000002,0.7511
25.833333333333332,62.22222222222222,0.10390000000000002,0.7511
25.833333333333332,59.44444444444444,0.10390000000000002,0.7511
25.833333333333332,59.444444444444436,0.10390000000000002,0.7511
25.833333333333332,56.66666666666666,0.10390000000000002,0.7511
25.833333333333332,53.8888888888889,0.10890000000000002,0.7361
25.833333333333332,53.88888888888888,0.10890000000000002,0.4260999999999997
25.833333333333332,51.11111111111112,0.10890000000000002,0.27109999999999956
25.833333333333332,48.33333333333334,0.11390000000000003,0.2060999999999995
25.0,92.77777777777777,0.09390000000000001,0.6560999999999999
25.0,90.0,0.1389,0.5510999999999998
25.0,87.22222222222223,0.09390000000000001,0.6610999999999999
25.0,84.44444444444444,0.1389,0.5510999999999998
25.0,81.66666666666666,0.09390000000000001,0.5910999999999998
25.0,78.88888888888889,0.1389,0.2510999999999998
25.0,76.11111111111111,0.09390000000000001,0.3110999999999996
25.0,73.33333333333333,0.1389,0.1510999999999998
25.0,70.55555555555554,0.09890000000000002,0.7161
25.0,67.77777777777777,0.1389,0.6510999999999999
25.0,65.0,0.09890000000000002,0.7461
25.0,62.22222222222222,0.1389,0.7511
25.0,59.44444444444444,0.10390000000000002,0.7511
25.0,59.444444444444436,0.10390000000000002,0.7511
25.0,56.66666666666666,0.1389,0.7511
25.0,53.8888888888889,0.10890000000000002,0.7111
25.0,53.88888888888888,0.10890000000000002,0.7361
25.0,51.11111111111112,0.1389,0.2510999999999998
25.0,48.33333333333334,0.11390000000000003,0.25109999999999955
25.0,45.55555555555556,0.0,0.0
25.0,40.0,0.0,0.0
24.166666666666668,92.77777777777777,0.09390000000000001,0.6960999999999999
24.166666666666668,90.0,0.09390000000000001,0.6610999999999999
24.166666666666668,87.22222222222223,0.09390000000000001,0.6610999999999999
24.166666666666668,84.44444444444444,0.09390000000000001,0.6160999999999999
24.166666666666668,81.66666666666666,0.09390000000000001,0.6160999999999999
24.166666666666668,78.88888888888889,0.09390000000000001,0.37609999999999966
24.166666666666668,76.11111111111111,0.09390000000000001,0.2110999999999995
24.166666666666668,73.33333333333333,0.09390000000000001,0.4460999999999997
24.166666666666668,70.55555555555554,0.09390000000000001,0.6910999999999999
24.166666666666668,67.77777777777777,0.09890000000000002,0.7161
24.166666666666668,65.0,0.09890000000000002,0.7461
24.166666666666668,62.22222222222222,0.10390000000000002,0.7511
24.166666666666668,59.44444444444444,0.10390000000000002,0.7511
24.166666666666668,59.444444444444436,0.10390000000000002,0.7511
24.166666666666668,56.66666666666666,0.10390000000000002,0.7511
24.166666666666668,53.8888888888889,0.10890000000000002,0.7361
24.166666666666668,53.88888888888888,0.10890000000000002,0.7311
24.166666666666668,51.11111111111112,0.10890000000000002,0.27109999999999956
24.166666666666668,48.33333333333334,0.11390000000000003,0.22609999999999952
24.166666666666668,48.333333333333336,0.11390000000000003,0.22609999999999952
24.166666666666668,45.55555555555556,0.11890000000000003,0.18109999999999948
24.166666666666668,42.77777777777778,0.12390000000000004,0.16609999999999947
23.333333333333336,92.77777777777777,0.09390000000000001,0.6960999999999999
23.333333333333336,90.0,0.1389,0.5510999999999998
23.333333333333336,87.22222222222223,0.09390000000000001,0.6610999999999999
23.333333333333336,84.44444444444444,0.1389,0.5510999999999998
23.333333333333336,81.66666666666666,0.09390000000000001,0.5710999999999998
23.333333333333336,78.88888888888889,0.1389,0.2010999999999998
23.333333333333336,76.11111111111111,0.09390000000000001,0.3110999999999996
23.333333333333336,73.33333333333333,0.1389,0.1510999999999998
23.333333333333336,70.55555555555554,0.09390000000000001,0.6810999999999999
23.333333333333336,67.77777777777777,0.1389,0.6510999999999999
23.333333333333336,65.0,0.09890000000000002,0.7261
23.333333333333336,62.22222222222222,0.1389,0.5510999999999998
23.333333333333336,59.44444444444444,0.10390000000000002,0.7511
23.333333333333336,59.444444444444436,0.10390000000000002,0.7511
23.333333333333336,56.66666666666666,0.1389,0.7511
23.333333333333336,53.8888888888889,0.10890000000000002,0.7311
23.333333333333336,53.88888888888888,0.10890000000000002,0.7311
23.333333333333336,51.11111111111112,0.1389,0.2010999999999998
23.333333333333336,48.33333333333334,0.11390000000000003,0.22609999999999952
23.333333333333336,48.333333333333336,0.10890000000000002,0.22609999999999952
23.333333333333336,45.55555555555556,0.1389,0.1510999999999998
23.333333333333336,42.77777777777778,0.11890000000000003,0.16109999999999947
23.333333333333336,40.0,0.0,0.0
22.500000000000004,92.77777777777777,0.09890000000000002,0.6760999999999999
22.500000000000004,90.0,0.09390000000000001,0.6610999999999999
22.500000000000004,87.22222222222223,0.09390000000000001,0.6610999999999999
22.500000000000004,84.44444444444444,0.09390000000000001,0.6610999999999999
22.500000000000004,81.66666666666666,0.09390000000000001,0.6610999999999999
22.500000000000004,78.88888888888889,0.09390000000000001,0.37609999999999966
22.500000000000004,76.11111111111111,0.09390000000000001,0.22109999999999952
22.500000000000004,73.33333333333333,0.09390000000000001,0.1860999999999995
22.500000000000004,70.55555555555554,0.09390000000000001,0.6810999999999999
22.500000000000004,67.77777777777777,0.09890000000000002,0.7411
22.500000000000004,65.0,0.09890000000000002,0.7461
22.500000000000004,62.22222222222222,0.09890000000000002,0.7511
22.500000000000004,59.44444444444444,0.10390000000000002,0.7511
22.500000000000004,59.444444444444436,0.10390000000000002,0.7511
22.500000000000004,56.66666666666666,0.10390000000000002,0.7511
22.500000000000004,53.8888888888889,0.10390000000000002,0.7311
22.500000000000004,53.88888888888888,0.10390000000000002,0.7311
22.500000000000004,51.11111111111112,0.10890000000000002,0.4010999999999997
22.500000000000004,48.33333333333334,0.11390000000000003,0.24609999999999954
22.500000000000004,48.333333333333336,0.10890000000000002,0.2010999999999995
22.500000000000004,45.55555555555556,0.11890000000000003,0.17609999999999948
22.500000000000004,42.77777777777778,0.11890000000000003,0.16109999999999947
22.5,92.77777777777777,0.09890000000000002,0.6760999999999999
